"ent_mun","indicador","2015","2016"
"21106","con_hacinamiento",61.13,NA
"20512","con_hacinamiento",61.14,NA
"07094","con_hacinamiento",61.16,NA
"30022","con_hacinamiento",61.19,NA
"30149","con_hacinamiento",61.35,NA
"20367","con_hacinamiento",61.37,NA
"21001","con_hacinamiento",61.37,NA
"30047","con_hacinamiento",61.42,NA
"13078","con_hacinamiento",61.45,NA
"20412","con_hacinamiento",61.45,NA
"20511","con_hacinamiento",61.5,NA
"20234","con_hacinamiento",61.51,NA
"31014","con_hacinamiento",61.52,NA
"20312","con_hacinamiento",61.56,NA
"20439","con_hacinamiento",61.56,NA
"20491","con_hacinamiento",61.61,NA
"20433","con_hacinamiento",61.65,NA
"12003","con_hacinamiento",61.67,NA
"21006","con_hacinamiento",61.71,NA
"21115","con_hacinamiento",61.77,NA
"21167","con_hacinamiento",61.85,NA
"20364","con_hacinamiento",61.87,NA
"30202","con_hacinamiento",61.87,NA
"31098","con_hacinamiento",61.87,NA
"20374","con_hacinamiento",61.88,NA
"31090","con_hacinamiento",61.92,NA
"30018","con_hacinamiento",61.96,NA
"12036","con_hacinamiento",62,NA
"30171","con_hacinamiento",62,NA
"20535","con_hacinamiento",62.01,NA
"21182","con_hacinamiento",62.05,NA
"29046","con_hacinamiento",62.11,NA
"20169","con_hacinamiento",62.16,NA
"21212","con_hacinamiento",62.16,NA
"07042","con_hacinamiento",62.24,NA
"21004","con_hacinamiento",62.26,NA
"20124","con_hacinamiento",62.27,NA
"20434","con_hacinamiento",62.38,NA
"20489","con_hacinamiento",62.39,NA
"20325","con_hacinamiento",62.47,NA
"07028","con_hacinamiento",62.52,NA
"31080","con_hacinamiento",62.53,NA
"18005","con_hacinamiento",62.64,NA
"08008","con_hacinamiento",62.72,NA
"20543","con_hacinamiento",62.72,NA
"21202","con_hacinamiento",62.73,NA
"20153","con_hacinamiento",62.76,NA
"07057","con_hacinamiento",62.83,NA
"23002","con_hacinamiento",62.85,NA
"20261","con_hacinamiento",62.89,NA
"20231","con_hacinamiento",62.91,NA
"12066","con_hacinamiento",62.94,NA
"30137","con_hacinamiento",62.94,NA
"20377","con_hacinamiento",62.98,NA
"07045","con_hacinamiento",63.07,NA
"21131","con_hacinamiento",63.11,NA
"21084","con_hacinamiento",63.12,NA
"12071","con_hacinamiento",63.13,NA
"20323","con_hacinamiento",63.17,NA
"13002","con_hacinamiento",63.19,NA
"20171","con_hacinamiento",63.23,NA
"31075","con_hacinamiento",63.3,NA
"07013","con_hacinamiento",63.31,NA
"31104","con_hacinamiento",63.37,NA
"21043","con_hacinamiento",63.39,NA
"23006","con_hacinamiento",63.39,NA
"21046","con_hacinamiento",63.4,NA
"12045","con_hacinamiento",63.41,NA
"31030","con_hacinamiento",63.42,NA
"07053","con_hacinamiento",63.43,NA
"20309","con_hacinamiento",63.43,NA
"20158","con_hacinamiento",63.51,NA
"21054","con_hacinamiento",63.54,NA
"21017","con_hacinamiento",63.72,NA
"30086","con_hacinamiento",63.72,NA
"20249","con_hacinamiento",63.74,NA
"30177","con_hacinamiento",63.75,NA
"31016","con_hacinamiento",63.75,NA
"21199","con_hacinamiento",63.78,NA
"20566","con_hacinamiento",63.85,NA
"07020","con_hacinamiento",63.86,NA
"21110","con_hacinamiento",63.87,NA
"07109","con_hacinamiento",63.88,NA
"21183","con_hacinamiento",63.91,NA
"12028","con_hacinamiento",64.06,NA
"30194","con_hacinamiento",64.09,NA
"31017","con_hacinamiento",64.23,NA
"12040","con_hacinamiento",64.28,NA
"21072","con_hacinamiento",64.28,NA
"30098","con_hacinamiento",64.33,NA
"07073","con_hacinamiento",64.35,NA
"20445","con_hacinamiento",64.37,NA
"12051","con_hacinamiento",64.41,NA
"12063","con_hacinamiento",64.42,NA
"20148","con_hacinamiento",64.43,NA
"30103","con_hacinamiento",64.44,NA
"12025","con_hacinamiento",64.47,NA
"04010","con_hacinamiento",64.49,NA
"31081","con_hacinamiento",64.64,NA
"20074","con_hacinamiento",64.66,NA
"21036","con_hacinamiento",64.79,NA
"12042","con_hacinamiento",64.82,NA
"30020","con_hacinamiento",64.89,NA
"07111","con_hacinamiento",64.92,NA
"31043","con_hacinamiento",64.94,NA
"31085","con_hacinamiento",65.06,NA
"07039","con_hacinamiento",65.08,NA
"31010","con_hacinamiento",65.09,NA
"31032","con_hacinamiento",65.18,NA
"07023","con_hacinamiento",65.3,NA
"20534","con_hacinamiento",65.32,NA
"20274","con_hacinamiento",65.38,NA
"20284","con_hacinamiento",65.45,NA
"21107","con_hacinamiento",65.53,NA
"07044","con_hacinamiento",65.58,NA
"07014","con_hacinamiento",65.62,NA
"20015","con_hacinamiento",65.62,NA
"20126","con_hacinamiento",65.66,NA
"12074","con_hacinamiento",65.67,NA
"20051","con_hacinamiento",65.77,NA
"07007","con_hacinamiento",65.78,NA
"12072","con_hacinamiento",65.78,NA
"30187","con_hacinamiento",65.78,NA
"20012","con_hacinamiento",65.84,NA
"21145","con_hacinamiento",65.9,NA
"20020","con_hacinamiento",65.93,NA
"20255","con_hacinamiento",65.94,NA
"12004","con_hacinamiento",66.01,NA
"20202","con_hacinamiento",66.01,NA
"20116","con_hacinamiento",66.03,NA
"20248","con_hacinamiento",66.07,NA
"20117","con_hacinamiento",66.12,NA
"07047","con_hacinamiento",66.15,NA
"30168","con_hacinamiento",66.17,NA
"31099","con_hacinamiento",66.19,NA
"21075","con_hacinamiento",66.3,NA
"15124","con_hacinamiento",66.36,NA
"12069","con_hacinamiento",66.37,NA
"30037","con_hacinamiento",66.43,NA
"12010","con_hacinamiento",66.44,NA
"30156","con_hacinamiento",66.5,NA
"20071","con_hacinamiento",66.72,NA
"21078","con_hacinamiento",66.74,NA
"07038","con_hacinamiento",66.82,NA
"30029","con_hacinamiento",66.83,NA
"07008","con_hacinamiento",66.89,NA
"12054","con_hacinamiento",66.91,NA
"21010","con_hacinamiento",66.99,NA
"20424","con_hacinamiento",67.02,NA
"07033","con_hacinamiento",67.05,NA
"10014","con_hacinamiento",67.06,NA
"20189","con_hacinamiento",67.07,NA
"12056","con_hacinamiento",67.08,NA
"21195","con_hacinamiento",67.08,NA
"20187","con_hacinamiento",67.16,NA
"12041","con_hacinamiento",67.19,NA
"20366","con_hacinamiento",67.2,NA
"20228","con_hacinamiento",67.26,NA
"21100","con_hacinamiento",67.35,NA
"20139","con_hacinamiento",67.47,NA
"20069","con_hacinamiento",67.53,NA
"21116","con_hacinamiento",67.62,NA
"20388","con_hacinamiento",67.7,NA
"30107","con_hacinamiento",67.7,NA
"18009","con_hacinamiento",67.75,NA
"20386","con_hacinamiento",67.79,NA
"12081","con_hacinamiento",67.82,NA
"20155","con_hacinamiento",67.86,NA
"30025","con_hacinamiento",67.93,NA
"20203","con_hacinamiento",67.99,NA
"07072","con_hacinamiento",68.04,NA
"31049","con_hacinamiento",68.18,NA
"12076","con_hacinamiento",68.19,NA
"12002","con_hacinamiento",68.34,NA
"07059","con_hacinamiento",68.35,NA
"20232","con_hacinamiento",68.36,NA
"20212","con_hacinamiento",68.4,NA
"21023","con_hacinamiento",68.44,NA
"31092","con_hacinamiento",68.68,NA
"30195","con_hacinamiento",68.77,NA
"20137","con_hacinamiento",68.96,NA
"07067","con_hacinamiento",69.01,NA
"20273","con_hacinamiento",69.03,NA
"20426","con_hacinamiento",69.1,NA
"12019","con_hacinamiento",69.19,NA
"31021","con_hacinamiento",69.31,NA
"20236","con_hacinamiento",69.33,NA
"20527","con_hacinamiento",69.35,NA
"20095","con_hacinamiento",69.44,NA
"21049","con_hacinamiento",69.7,NA
"21120","con_hacinamiento",69.76,NA
"20509","con_hacinamiento",69.83,NA
"12012","con_hacinamiento",70.22,NA
"20328","con_hacinamiento",70.27,NA
"12009","con_hacinamiento",70.31,NA
"07005","con_hacinamiento",70.33,NA
"30110","con_hacinamiento",70.46,NA
"07064","con_hacinamiento",70.58,NA
"20211","con_hacinamiento",70.64,NA
"07100","con_hacinamiento",70.69,NA
"07070","con_hacinamiento",70.71,NA
"20529","con_hacinamiento",70.74,NA
"31073","con_hacinamiento",70.86,NA
"31022","con_hacinamiento",70.92,NA
"07096","con_hacinamiento",70.93,NA
"12032","con_hacinamiento",71.01,NA
"07036","con_hacinamiento",71.08,NA
"07117","con_hacinamiento",71.12,NA
"07010","con_hacinamiento",71.17,NA
"20279","con_hacinamiento",71.18,NA
"21061","con_hacinamiento",71.18,NA
"20466","con_hacinamiento",71.19,NA
"20242","con_hacinamiento",71.45,NA
"21058","con_hacinamiento",71.57,NA
"20146","con_hacinamiento",71.58,NA
"07077","con_hacinamiento",71.66,NA
"20159","con_hacinamiento",71.69,NA
"21050","con_hacinamiento",71.7,NA
"20263","con_hacinamiento",71.73,NA
"07110","con_hacinamiento",71.75,NA
"31019","con_hacinamiento",71.93,NA
"12052","con_hacinamiento",71.98,NA
"20134","con_hacinamiento",72.07,NA
"12043","con_hacinamiento",72.09,NA
"20162","con_hacinamiento",72.17,NA
"07076","con_hacinamiento",72.2,NA
"07080","con_hacinamiento",72.34,NA
"20040","con_hacinamiento",72.5,NA
"20347","con_hacinamiento",72.54,NA
"12062","con_hacinamiento",72.67,NA
"30127","con_hacinamiento",73.08,NA
"12020","con_hacinamiento",73.29,NA
"20271","con_hacinamiento",73.37,NA
"07115","con_hacinamiento",73.55,NA
"20497","con_hacinamiento",73.79,NA
"20292","con_hacinamiento",73.83,NA
"07093","con_hacinamiento",73.92,NA
"20450","con_hacinamiento",74.23,NA
"30147","con_hacinamiento",74.4,NA
"30140","con_hacinamiento",74.44,NA
"07118","con_hacinamiento",74.49,NA
"07081","con_hacinamiento",74.75,NA
"07026","con_hacinamiento",74.85,NA
"20306","con_hacinamiento",74.87,NA
"20085","con_hacinamiento",74.92,NA
"07058","con_hacinamiento",76.07,NA
"07066","con_hacinamiento",76.25,NA
"12079","con_hacinamiento",76.47,NA
"07060","con_hacinamiento",76.52,NA
"07098","con_hacinamiento",76.61,NA
"07022","con_hacinamiento",76.75,NA
"20048","con_hacinamiento",76.96,NA
"20448","con_hacinamiento",77.22,NA
"07031","con_hacinamiento",77.41,NA
"20016","con_hacinamiento",77.57,NA
"07082","con_hacinamiento",77.59,NA
"12078","con_hacinamiento",77.63,NA
"07024","con_hacinamiento",78.39,NA
"20391","con_hacinamiento",78.89,NA
"20229","con_hacinamiento",79.46,NA
"07049","con_hacinamiento",79.65,NA
"07112","con_hacinamiento",80.05,NA
"20352","con_hacinamiento",81.25,NA
"07113","con_hacinamiento",81.87,NA
"30067","con_hacinamiento",82.18,NA
"30159","con_hacinamiento",83.24,NA
"05001","con_piso_tierra",0,NA
"20047","con_piso_tierra",0,NA
"26007","con_piso_tierra",0,NA
"05016","con_piso_tierra",0.22,NA
"19035","con_piso_tierra",0.23,NA
"09014","con_piso_tierra",0.26,NA
"26053","con_piso_tierra",0.26,NA
"31028","con_piso_tierra",0.29,NA
"19003","con_piso_tierra",0.3,NA
"14111","con_piso_tierra",0.31,NA
"09015","con_piso_tierra",0.33,NA
"26062","con_piso_tierra",0.36,NA
"31082","con_piso_tierra",0.37,NA
"32030","con_piso_tierra",0.4,NA
"09017","con_piso_tierra",0.42,NA
"05037","con_piso_tierra",0.45,NA
"05019","con_piso_tierra",0.52,NA
"09016","con_piso_tierra",0.52,NA
"26034","con_piso_tierra",0.52,NA
"19011","con_piso_tierra",0.55,NA
"31013","con_piso_tierra",0.55,NA
"21131","con_piso_tierra",0.57,NA
"05031","con_piso_tierra",0.58,NA
"31072","con_piso_tierra",0.59,NA
"09002","con_piso_tierra",0.6,NA
"19047","con_piso_tierra",0.61,NA
"05006","con_piso_tierra",0.62,NA
"08024","con_piso_tierra",0.64,NA
"08025","con_piso_tierra",0.64,NA
"31100","con_piso_tierra",0.64,NA
"31026","con_piso_tierra",0.66,NA
"31105","con_piso_tierra",0.66,NA
"26013","con_piso_tierra",0.68,NA
"08017","con_piso_tierra",0.69,NA
"26067","con_piso_tierra",0.69,NA
"08050","con_piso_tierra",0.7,NA
"19027","con_piso_tierra",0.71,NA
"09006","con_piso_tierra",0.75,NA
"05008","con_piso_tierra",0.76,NA
"05015","con_piso_tierra",0.76,NA
"31050","con_piso_tierra",0.76,NA
"31027","con_piso_tierra",0.77,NA
"31093","con_piso_tierra",0.77,NA
"05003","con_piso_tierra",0.78,NA
"08054","con_piso_tierra",0.78,NA
"26028","con_piso_tierra",0.78,NA
"30002","con_piso_tierra",0.78,NA
"31103","con_piso_tierra",0.78,NA
"10029","con_piso_tierra",0.79,NA
"19023","con_piso_tierra",0.79,NA
"29054","con_piso_tierra",0.79,NA
"19013","con_piso_tierra",0.8,NA
"31007","con_piso_tierra",0.81,NA
"14093","con_piso_tierra",0.82,NA
"05010","con_piso_tierra",0.83,NA
"05028","con_piso_tierra",0.83,NA
"08004","con_piso_tierra",0.84,NA
"19046","con_piso_tierra",0.84,NA
"31029","con_piso_tierra",0.84,NA
"09003","con_piso_tierra",0.85,NA
"28024","con_piso_tierra",0.85,NA
"05018","con_piso_tierra",0.86,NA
"14074","con_piso_tierra",0.86,NA
"31064","con_piso_tierra",0.87,NA
"14041","con_piso_tierra",0.89,NA
"19050","con_piso_tierra",0.89,NA
"05026","con_piso_tierra",0.9,NA
"08034","con_piso_tierra",0.9,NA
"05027","con_piso_tierra",0.91,NA
"15024","con_piso_tierra",0.92,NA
"08062","con_piso_tierra",0.93,NA
"19002","con_piso_tierra",0.94,NA
"08055","con_piso_tierra",0.95,NA
"31039","con_piso_tierra",0.95,NA
"08014","con_piso_tierra",0.96,NA
"09005","con_piso_tierra",0.96,NA
"26008","con_piso_tierra",0.96,NA
"08048","con_piso_tierra",0.97,NA
"19025","con_piso_tierra",0.97,NA
"31023","con_piso_tierra",0.98,NA
"31044","con_piso_tierra",0.98,NA
"31106","con_piso_tierra",0.98,NA
"14073","con_piso_tierra",0.99,NA
"26038","con_piso_tierra",1,NA
"28025","con_piso_tierra",1,NA
"05021","con_piso_tierra",1.01,NA
"14008","con_piso_tierra",1.04,NA
"19044","con_piso_tierra",1.04,NA
"08021","con_piso_tierra",1.05,NA
"05030","con_piso_tierra",1.06,NA
"08067","con_piso_tierra",1.06,NA
"19034","con_piso_tierra",1.06,NA
"19040","con_piso_tierra",1.07,NA
"31051","con_piso_tierra",1.07,NA
"05029","con_piso_tierra",1.08,NA
"08016","con_piso_tierra",1.08,NA
"19006","con_piso_tierra",1.08,NA
"32056","con_piso_tierra",1.08,NA
"08039","con_piso_tierra",1.09,NA
"15044","con_piso_tierra",1.09,NA
"28038","con_piso_tierra",1.09,NA
"31018","con_piso_tierra",1.09,NA
"29005","con_piso_tierra",1.1,NA
"31101","con_piso_tierra",1.1,NA
"05038","con_piso_tierra",1.11,NA
"26039","con_piso_tierra",1.13,NA
"31059","con_piso_tierra",1.14,NA
"31065","con_piso_tierra",1.14,NA
"32032","con_piso_tierra",1.15,NA
"26015","con_piso_tierra",1.17,NA
"09010","con_piso_tierra",1.18,NA
"14095","con_piso_tierra",1.18,NA
"05032","con_piso_tierra",1.19,NA
"09007","con_piso_tierra",1.2,NA
"14009","con_piso_tierra",1.21,NA
"19019","con_piso_tierra",1.21,NA
"31087","con_piso_tierra",1.21,NA
"15058","con_piso_tierra",1.22,NA
"30026","con_piso_tierra",1.22,NA
"31086","con_piso_tierra",1.22,NA
"05005","con_piso_tierra",1.23,NA
"14125","con_piso_tierra",1.23,NA
"19012","con_piso_tierra",1.23,NA
"31074","con_piso_tierra",1.23,NA
"08059","con_piso_tierra",1.24,NA
"19015","con_piso_tierra",1.24,NA
"19020","con_piso_tierra",1.24,NA
"08045","con_piso_tierra",1.25,NA
"08011","con_piso_tierra",1.26,NA
"08019","con_piso_tierra",1.27,NA
"26019","con_piso_tierra",1.27,NA
"26068","con_piso_tierra",1.28,NA
"23001","con_piso_tierra",1.29,NA
"13013","con_piso_tierra",1.3,NA
"14055","con_piso_tierra",1.31,NA
"05025","con_piso_tierra",1.32,NA
"29047","con_piso_tierra",1.34,NA
"08018","con_piso_tierra",1.35,NA
"08026","con_piso_tierra",1.35,NA
"14046","con_piso_tierra",1.35,NA
"16069","con_piso_tierra",1.35,NA
"09008","con_piso_tierra",1.36,NA
"31066","con_piso_tierra",1.36,NA
"05011","con_piso_tierra",1.37,NA
"31090","con_piso_tierra",1.37,NA
"19026","con_piso_tierra",1.38,NA
"16109","con_piso_tierra",1.39,NA
"14116","con_piso_tierra",1.4,NA
"08052","con_piso_tierra",1.41,NA
"28014","con_piso_tierra",1.41,NA
"01001","con_piso_tierra",1.42,NA
"14072","con_piso_tierra",1.44,NA
"05020","con_piso_tierra",1.46,NA
"09012","con_piso_tierra",1.46,NA
"19004","con_piso_tierra",1.46,NA
"31042","con_piso_tierra",1.46,NA
"31095","con_piso_tierra",1.47,NA
"05002","con_piso_tierra",1.48,NA
"08058","con_piso_tierra",1.48,NA
"11041","con_piso_tierra",1.48,NA
"30118","con_piso_tierra",1.48,NA
"08060","con_piso_tierra",1.49,NA
"09011","con_piso_tierra",1.49,NA
"14051","con_piso_tierra",1.49,NA
"14002","con_piso_tierra",1.51,NA
"01008","con_piso_tierra",1.53,NA
"08043","con_piso_tierra",1.53,NA
"08044","con_piso_tierra",1.53,NA
"09004","con_piso_tierra",1.53,NA
"15013","con_piso_tierra",1.53,NA
"15121","con_piso_tierra",1.53,NA
"26044","con_piso_tierra",1.53,NA
"28007","con_piso_tierra",1.53,NA
"01006","con_piso_tierra",1.54,NA
"14039","con_piso_tierra",1.54,NA
"11021","con_piso_tierra",1.55,NA
"32050","con_piso_tierra",1.55,NA
"01011","con_piso_tierra",1.56,NA
"08006","con_piso_tierra",1.56,NA
"15057","con_piso_tierra",1.56,NA
"05009","con_piso_tierra",1.57,NA
"15020","con_piso_tierra",1.57,NA
"19008","con_piso_tierra",1.57,NA
"14035","con_piso_tierra",1.58,NA
"15069","con_piso_tierra",1.59,NA
"19048","con_piso_tierra",1.6,NA
"31020","con_piso_tierra",1.6,NA
"13051","con_piso_tierra",1.61,NA
"14006","con_piso_tierra",1.61,NA
"14028","con_piso_tierra",1.61,NA
"20075","con_piso_tierra",1.61,NA
"08038","con_piso_tierra",1.62,NA
"14018","con_piso_tierra",1.64,NA
"26023","con_piso_tierra",1.64,NA
"16028","con_piso_tierra",1.66,NA
"26032","con_piso_tierra",1.66,NA
"18008","con_piso_tierra",1.67,NA
"32017","con_piso_tierra",1.67,NA
"15104","con_piso_tierra",1.68,NA
"29033","con_piso_tierra",1.7,NA
"08053","con_piso_tierra",1.72,NA
"14058","con_piso_tierra",1.72,NA
"15029","con_piso_tierra",1.72,NA
"23008","con_piso_tierra",1.72,NA
"31004","con_piso_tierra",1.72,NA
"26058","con_piso_tierra",1.73,NA
"19009","con_piso_tierra",1.74,NA
"26001","con_piso_tierra",1.75,NA
"16051","con_piso_tierra",1.76,NA
"15109","con_piso_tierra",1.77,NA
"08028","con_piso_tierra",1.78,NA
"14063","con_piso_tierra",1.78,NA
"18017","con_piso_tierra",1.78,NA
"26014","con_piso_tierra",1.78,NA
"04002","con_piso_tierra",1.79,NA
"08001","con_piso_tierra",1.79,NA
"05033","con_piso_tierra",1.8,NA
"31006","con_piso_tierra",1.8,NA
"31068","con_piso_tierra",1.8,NA
"08015","con_piso_tierra",1.81,NA
"27007","con_piso_tierra",1.81,NA
"31009","con_piso_tierra",1.81,NA
"05022","con_piso_tierra",1.82,NA
"10030","con_piso_tierra",1.82,NA
"11024","con_piso_tierra",1.82,NA
"15071","con_piso_tierra",1.82,NA
"14013","con_piso_tierra",1.83,NA
"31078","con_piso_tierra",1.83,NA
"26004","con_piso_tierra",1.84,NA
"29035","con_piso_tierra",1.84,NA
"31024","con_piso_tierra",1.84,NA
"05035","con_piso_tierra",1.86,NA
"19039","con_piso_tierra",1.86,NA
"04008","con_piso_tierra",1.87,NA
"18002","con_piso_tierra",1.87,NA
"26066","con_piso_tierra",1.87,NA
"05012","con_piso_tierra",1.89,NA
"20030","con_piso_tierra",1.89,NA
"31041","con_piso_tierra",1.89,NA
"31080","con_piso_tierra",1.89,NA
"14025","con_piso_tierra",1.9,NA
"29043","con_piso_tierra",1.9,NA
"32020","con_piso_tierra",1.9,NA
"15010","con_piso_tierra",1.91,NA
"29011","con_piso_tierra",1.91,NA
"31012","con_piso_tierra",1.91,NA
"31061","con_piso_tierra",1.91,NA
"05034","con_piso_tierra",1.92,NA
"13072","con_piso_tierra",1.92,NA
"11016","con_piso_tierra",1.93,NA
"29002","con_piso_tierra",1.94,NA
"14077","con_piso_tierra",1.95,NA
"19029","con_piso_tierra",1.95,NA
"06005","con_piso_tierra",1.96,NA
"14083","con_piso_tierra",1.96,NA
"29008","con_piso_tierra",1.96,NA
"31094","con_piso_tierra",1.96,NA
"15033","con_piso_tierra",1.98,NA
"14044","con_piso_tierra",1.99,NA
"15027","con_piso_tierra",1.99,NA
"24035","con_piso_tierra",1.99,NA
"29001","con_piso_tierra",1.99,NA
"32027","con_piso_tierra",1.99,NA
"08037","con_piso_tierra",2,NA
"13021","con_piso_tierra",2,NA
"05036","con_piso_tierra",2.01,NA
"29045","con_piso_tierra",2.01,NA
"30138","con_piso_tierra",2.01,NA
"13076","con_piso_tierra",2.02,NA
"32003","con_piso_tierra",2.02,NA
"24028","con_piso_tierra",2.03,NA
"26046","con_piso_tierra",2.03,NA
"13061","con_piso_tierra",2.04,NA
"14048","con_piso_tierra",2.05,NA
"14054","con_piso_tierra",2.05,NA
"20441","con_piso_tierra",2.05,NA
"31067","con_piso_tierra",2.06,NA
"28040","con_piso_tierra",2.07,NA
"31040","con_piso_tierra",2.07,NA
"06010","con_piso_tierra",2.1,NA
"08032","con_piso_tierra",2.1,NA
"19032","con_piso_tierra",2.1,NA
"31038","con_piso_tierra",2.1,NA
"32005","con_piso_tierra",2.1,NA
"14001","con_piso_tierra",2.12,NA
"15035","con_piso_tierra",2.12,NA
"08002","con_piso_tierra",2.13,NA
"14105","con_piso_tierra",2.15,NA
"08003","con_piso_tierra",2.16,NA
"08023","con_piso_tierra",2.16,NA
"28015","con_piso_tierra",2.16,NA
"01009","con_piso_tierra",2.17,NA
"14117","con_piso_tierra",2.17,NA
"16113","con_piso_tierra",2.17,NA
"02002","con_piso_tierra",2.19,NA
"19001","con_piso_tierra",2.19,NA
"08061","con_piso_tierra",2.2,NA
"14118","con_piso_tierra",2.2,NA
"31005","con_piso_tierra",2.2,NA
"26011","con_piso_tierra",2.21,NA
"20557","con_piso_tierra",2.22,NA
"31054","con_piso_tierra",2.23,NA
"13010","con_piso_tierra",2.24,NA
"32057","con_piso_tierra",2.24,NA
"13069","con_piso_tierra",2.25,NA
"14067","con_piso_tierra",2.25,NA
"04005","con_piso_tierra",2.26,NA
"14005","con_piso_tierra",2.26,NA
"24020","con_piso_tierra",2.26,NA
"30028","con_piso_tierra",2.27,NA
"30097","con_piso_tierra",2.27,NA
"28009","con_piso_tierra",2.28,NA
"31002","con_piso_tierra",2.28,NA
"01010","con_piso_tierra",2.3,NA
"28018","con_piso_tierra",2.3,NA
"08013","con_piso_tierra",2.31,NA
"15037","con_piso_tierra",2.31,NA
"11002","con_piso_tierra",2.32,NA
"26060","con_piso_tierra",2.32,NA
"05017","con_piso_tierra",2.33,NA
"14053","con_piso_tierra",2.33,NA
"14112","con_piso_tierra",2.33,NA
"15081","con_piso_tierra",2.33,NA
"30191","con_piso_tierra",2.33,NA
"31077","con_piso_tierra",2.34,NA
"15096","con_piso_tierra",2.35,NA
"17007","con_piso_tierra",2.35,NA
"28031","con_piso_tierra",2.35,NA
"15054","con_piso_tierra",2.36,NA
"20010","con_piso_tierra",2.36,NA
"32013","con_piso_tierra",2.36,NA
"14037","con_piso_tierra",2.37,NA
"14047","con_piso_tierra",2.37,NA
"15125","con_piso_tierra",2.37,NA
"28027","con_piso_tierra",2.37,NA
"31052","con_piso_tierra",2.37,NA
"09013","con_piso_tierra",2.38,NA
"14124","con_piso_tierra",2.39,NA
"24009","con_piso_tierra",2.4,NA
"01003","con_piso_tierra",2.42,NA
"14033","con_piso_tierra",2.42,NA
"29036","con_piso_tierra",2.42,NA
"31015","con_piso_tierra",2.42,NA
"31053","con_piso_tierra",2.42,NA
"11010","con_piso_tierra",2.44,NA
"15079","con_piso_tierra",2.44,NA
"21114","con_piso_tierra",2.45,NA
"31088","con_piso_tierra",2.45,NA
"05014","con_piso_tierra",2.46,NA
"14102","con_piso_tierra",2.46,NA
"19031","con_piso_tierra",2.46,NA
"14060","con_piso_tierra",2.47,NA
"30206","con_piso_tierra",2.47,NA
"15030","con_piso_tierra",2.48,NA
"14078","con_piso_tierra",2.49,NA
"18020","con_piso_tierra",2.49,NA
"13048","con_piso_tierra",2.5,NA
"18006","con_piso_tierra",2.5,NA
"32041","con_piso_tierra",2.51,NA
"14090","con_piso_tierra",2.52,NA
"15061","con_piso_tierra",2.52,NA
"15076","con_piso_tierra",2.54,NA
"14007","con_piso_tierra",2.56,NA
"14110","con_piso_tierra",2.57,NA
"26002","con_piso_tierra",2.57,NA
"14012","con_piso_tierra",2.58,NA
"29052","con_piso_tierra",2.58,NA
"01002","con_piso_tierra",2.59,NA
"01005","con_piso_tierra",2.59,NA
"26031","con_piso_tierra",2.59,NA
"32043","con_piso_tierra",2.59,NA
"11015","con_piso_tierra",2.6,NA
"11038","con_piso_tierra",2.6,NA
"14097","con_piso_tierra",2.6,NA
"22008","con_piso_tierra",2.6,NA
"29026","con_piso_tierra",2.6,NA
"31022","con_piso_tierra",2.6,NA
"32019","con_piso_tierra",2.61,NA
"19010","con_piso_tierra",2.62,NA
"29031","con_piso_tierra",2.62,NA
"31031","con_piso_tierra",2.62,NA
"11025","con_piso_tierra",2.63,NA
"26057","con_piso_tierra",2.63,NA
"32037","con_piso_tierra",2.63,NA
"08042","con_piso_tierra",2.64,NA
"11019","con_piso_tierra",2.64,NA
"15108","con_piso_tierra",2.64,NA
"29022","con_piso_tierra",2.64,NA
"22016","con_piso_tierra",2.65,NA
"03002","con_piso_tierra",2.66,NA
"07085","con_piso_tierra",2.67,NA
"11031","con_piso_tierra",2.67,NA
"14103","con_piso_tierra",2.67,NA
"32046","con_piso_tierra",2.67,NA
"29013","con_piso_tierra",2.68,NA
"31062","con_piso_tierra",2.68,NA
"14030","con_piso_tierra",2.69,NA
"13082","con_piso_tierra",2.7,NA
"30087","con_piso_tierra",2.7,NA
"21056","con_piso_tierra",2.72,NA
"32002","con_piso_tierra",2.72,NA
"26041","con_piso_tierra",2.73,NA
"14003","con_piso_tierra",2.74,NA
"10010","con_piso_tierra",2.75,NA
"18013","con_piso_tierra",2.75,NA
"14021","con_piso_tierra",2.76,NA
"05024","con_piso_tierra",2.77,NA
"30039","con_piso_tierra",2.77,NA
"11027","con_piso_tierra",2.78,NA
"13063","con_piso_tierra",2.78,NA
"15092","con_piso_tierra",2.79,NA
"19038","con_piso_tierra",2.79,NA
"04001","con_piso_tierra",2.8,NA
"08035","con_piso_tierra",2.81,NA
"29049","con_piso_tierra",2.81,NA
"14036","con_piso_tierra",2.83,NA
"29010","con_piso_tierra",2.83,NA
"03003","con_piso_tierra",2.84,NA
"11020","con_piso_tierra",2.84,NA
"30112","con_piso_tierra",2.84,NA
"14034","con_piso_tierra",2.85,NA
"14057","con_piso_tierra",2.85,NA
"15091","con_piso_tierra",2.85,NA
"26016","con_piso_tierra",2.86,NA
"28032","con_piso_tierra",2.86,NA
"32007","con_piso_tierra",2.86,NA
"13070","con_piso_tierra",2.87,NA
"10024","con_piso_tierra",2.88,NA
"29009","con_piso_tierra",2.88,NA
"08022","con_piso_tierra",2.9,NA
"24048","con_piso_tierra",2.9,NA
"11018","con_piso_tierra",2.91,NA
"31083","con_piso_tierra",2.91,NA
"21041","con_piso_tierra",2.92,NA
