"ent_mun","indicador","2015","2016"
"30180","sin_agua_entubada",41.72,NA
"20273","sin_agua_entubada",41.92,NA
"30055","sin_agua_entubada",41.92,NA
"20263","sin_agua_entubada",41.94,NA
"30103","sin_agua_entubada",42.06,NA
"20328","sin_agua_entubada",42.15,NA
"30033","sin_agua_entubada",42.2,NA
"24029","sin_agua_entubada",42.22,NA
"14029","sin_agua_entubada",42.29,NA
"20085","sin_agua_entubada",42.36,NA
"15114","sin_agua_entubada",42.58,NA
"20264","sin_agua_entubada",42.58,NA
"30207","sin_agua_entubada",42.69,NA
"20298","sin_agua_entubada",42.72,NA
"20094","sin_agua_entubada",42.8,NA
"12032","sin_agua_entubada",42.81,NA
"13080","sin_agua_entubada",42.91,NA
"20110","sin_agua_entubada",43.11,NA
"30082","sin_agua_entubada",43.18,NA
"20132","sin_agua_entubada",43.29,NA
"21167","sin_agua_entubada",43.47,NA
"20367","sin_agua_entubada",43.5,NA
"20492","sin_agua_entubada",43.55,NA
"20309","sin_agua_entubada",43.64,NA
"20199","sin_agua_entubada",43.66,NA
"30114","sin_agua_entubada",43.7,NA
"20159","sin_agua_entubada",43.88,NA
"13025","sin_agua_entubada",43.91,NA
"28006","sin_agua_entubada",43.96,NA
"12046","sin_agua_entubada",44.06,NA
"16077","sin_agua_entubada",44.11,NA
"21107","sin_agua_entubada",44.11,NA
"20170","sin_agua_entubada",44.17,NA
"30110","sin_agua_entubada",44.47,NA
"12027","sin_agua_entubada",44.55,NA
"20012","sin_agua_entubada",44.62,NA
"14061","sin_agua_entubada",44.83,NA
"20372","sin_agua_entubada",44.87,NA
"30181","sin_agua_entubada",44.87,NA
"21098","sin_agua_entubada",44.95,NA
"20133","sin_agua_entubada",45.18,NA
"20310","sin_agua_entubada",45.26,NA
"20356","sin_agua_entubada",45.28,NA
"20135","sin_agua_entubada",45.3,NA
"20248","sin_agua_entubada",45.3,NA
"30204","sin_agua_entubada",45.32,NA
"21064","sin_agua_entubada",45.39,NA
"07036","sin_agua_entubada",45.48,NA
"07024","sin_agua_entubada",45.55,NA
"20374","sin_agua_entubada",45.7,NA
"24002","sin_agua_entubada",45.8,NA
"20212","sin_agua_entubada",45.89,NA
"30089","sin_agua_entubada",45.95,NA
"30091","sin_agua_entubada",46.05,NA
"30083","sin_agua_entubada",46.13,NA
"21195","sin_agua_entubada",46.16,NA
"30116","sin_agua_entubada",46.2,NA
"07097","sin_agua_entubada",46.22,NA
"12081","sin_agua_entubada",46.25,NA
"20032","sin_agua_entubada",46.27,NA
"12078","sin_agua_entubada",46.41,NA
"20568","sin_agua_entubada",46.53,NA
"20111","sin_agua_entubada",46.56,NA
"20059","sin_agua_entubada",46.58,NA
"07056","sin_agua_entubada",46.59,NA
"12021","sin_agua_entubada",46.68,NA
"20285","sin_agua_entubada",47.24,NA
"13027","sin_agua_entubada",47.33,NA
"12058","sin_agua_entubada",47.35,NA
"16008","sin_agua_entubada",47.37,NA
"07102","sin_agua_entubada",47.4,NA
"15117","sin_agua_entubada",47.45,NA
"30066","sin_agua_entubada",47.53,NA
"20270","sin_agua_entubada",47.64,NA
"11006","sin_agua_entubada",47.81,NA
"12028","sin_agua_entubada",47.88,NA
"20555","sin_agua_entubada",48.03,NA
"24003","sin_agua_entubada",48.07,NA
"21038","sin_agua_entubada",48.27,NA
"20437","sin_agua_entubada",48.44,NA
"07116","sin_agua_entubada",48.46,NA
"24026","sin_agua_entubada",48.6,NA
"13078","sin_agua_entubada",48.95,NA
"20240","sin_agua_entubada",48.98,NA
"21042","sin_agua_entubada",49.12,NA
"24038","sin_agua_entubada",49.26,NA
"12073","sin_agua_entubada",49.4,NA
"13062","sin_agua_entubada",49.5,NA
"24014","sin_agua_entubada",49.57,NA
"30152","sin_agua_entubada",49.71,NA
"20334","sin_agua_entubada",49.89,NA
"20134","sin_agua_entubada",50.05,NA
"20565","sin_agua_entubada",50.06,NA
"21111","sin_agua_entubada",50.11,NA
"20566","sin_agua_entubada",50.18,NA
"20439","sin_agua_entubada",50.3,NA
"20414","sin_agua_entubada",50.43,NA
"20068","sin_agua_entubada",50.61,NA
"27008","sin_agua_entubada",50.89,NA
"20023","sin_agua_entubada",51.06,NA
"12025","sin_agua_entubada",51.2,NA
"20510","sin_agua_entubada",51.32,NA
"18009","sin_agua_entubada",51.54,NA
"12053","sin_agua_entubada",51.66,NA
"30061","sin_agua_entubada",51.69,NA
"08007","sin_agua_entubada",51.71,NA
"12063","sin_agua_entubada",52.02,NA
"21217","sin_agua_entubada",52.05,NA
"30203","sin_agua_entubada",52.06,NA
"15123","sin_agua_entubada",52.13,NA
"07114","sin_agua_entubada",52.43,NA
"20274","sin_agua_entubada",52.49,NA
"07069","sin_agua_entubada",52.52,NA
"30160","sin_agua_entubada",53.16,NA
"16038","sin_agua_entubada",53.45,NA
"25003","sin_agua_entubada",53.49,NA
"20225","sin_agua_entubada",53.52,NA
"30190","sin_agua_entubada",53.71,NA
"07071","sin_agua_entubada",53.75,NA
"20048","sin_agua_entubada",53.78,NA
"16092","sin_agua_entubada",54.6,NA
"07003","sin_agua_entubada",54.64,NA
"12034","sin_agua_entubada",54.71,NA
"20482","sin_agua_entubada",54.73,NA
"30124","sin_agua_entubada",54.81,NA
"07010","sin_agua_entubada",54.87,NA
"30157","sin_agua_entubada",55.29,NA
"16099","sin_agua_entubada",55.43,NA
"20041","sin_agua_entubada",55.5,NA
"12074","sin_agua_entubada",55.57,NA
"13047","sin_agua_entubada",55.62,NA
"20451","sin_agua_entubada",55.8,NA
"21119","sin_agua_entubada",55.92,NA
"17023","sin_agua_entubada",55.94,NA
"20569","sin_agua_entubada",56.41,NA
"20253","sin_agua_entubada",56.8,NA
"24017","sin_agua_entubada",56.91,NA
"24031","sin_agua_entubada",57.32,NA
"24012","sin_agua_entubada",57.36,NA
"20490","sin_agua_entubada",57.42,NA
"20051","sin_agua_entubada",57.59,NA
"30012","sin_agua_entubada",57.59,NA
"30075","sin_agua_entubada",57.91,NA
"30159","sin_agua_entubada",58.26,NA
"30050","sin_agua_entubada",58.42,NA
"12041","sin_agua_entubada",58.9,NA
"08027","sin_agua_entubada",58.94,NA
"12008","sin_agua_entubada",59.21,NA
"27003","sin_agua_entubada",59.52,NA
"20234","sin_agua_entubada",59.53,NA
"20444","sin_agua_entubada",59.69,NA
"24057","sin_agua_entubada",59.91,NA
"30170","sin_agua_entubada",60.44,NA
"12004","sin_agua_entubada",60.52,NA
"17032","sin_agua_entubada",60.76,NA
"20155","sin_agua_entubada",61.6,NA
"08046","sin_agua_entubada",62,NA
"30056","sin_agua_entubada",62.3,NA
"15105","sin_agua_entubada",62.34,NA
"20292","sin_agua_entubada",62.61,NA
"20090","sin_agua_entubada",62.81,NA
"08029","sin_agua_entubada",63.11,NA
"30155","sin_agua_entubada",63.17,NA
"30151","sin_agua_entubada",63.57,NA
"30172","sin_agua_entubada",63.57,NA
"20145","sin_agua_entubada",63.66,NA
"15008","sin_agua_entubada",63.76,NA
"28036","sin_agua_entubada",63.9,NA
"30120","sin_agua_entubada",63.91,NA
"10034","sin_agua_entubada",64.39,NA
"12064","sin_agua_entubada",64.41,NA
"12047","sin_agua_entubada",64.55,NA
"13040","sin_agua_entubada",64.8,NA
"30173","sin_agua_entubada",65.26,NA
"07037","sin_agua_entubada",65.31,NA
"20231","sin_agua_entubada",65.45,NA
"20058","sin_agua_entubada",65.5,NA
"20349","sin_agua_entubada",66.01,NA
"30212","sin_agua_entubada",66.26,NA
"12054","sin_agua_entubada",66.4,NA
"20392","sin_agua_entubada",67.17,NA
"30158","sin_agua_entubada",67.29,NA
"21158","sin_agua_entubada",67.47,NA
"20366","sin_agua_entubada",67.5,NA
"12026","sin_agua_entubada",67.67,NA
"10014","sin_agua_entubada",68.05,NA
"30076","sin_agua_entubada",68.38,NA
"12016","sin_agua_entubada",68.51,NA
"20477","sin_agua_entubada",68.73,NA
"07022","sin_agua_entubada",69.04,NA
"07064","sin_agua_entubada",69.3,NA
"30070","sin_agua_entubada",69.54,NA
"12022","sin_agua_entubada",69.63,NA
"20217","sin_agua_entubada",70.23,NA
"20426","sin_agua_entubada",70.28,NA
"20386","sin_agua_entubada",71.11,NA
"20235","sin_agua_entubada",71.2,NA
"20095","sin_agua_entubada",71.36,NA
"12031","sin_agua_entubada",71.48,NA
"20015","sin_agua_entubada",71.54,NA
"20530","sin_agua_entubada",71.74,NA
"21148","sin_agua_entubada",72.5,NA
"07054","sin_agua_entubada",72.95,NA
"30165","sin_agua_entubada",72.98,NA
"20072","sin_agua_entubada",73.19,NA
"20087","sin_agua_entubada",73.22,NA
"30175","sin_agua_entubada",74.86,NA
"20509","sin_agua_entubada",75.14,NA
"21005","sin_agua_entubada",75.17,NA
"12045","sin_agua_entubada",75.84,NA
"20450","sin_agua_entubada",77.07,NA
"20511","sin_agua_entubada",78.5,NA
"12003","sin_agua_entubada",78.96,NA
"20158","sin_agua_entubada",79.07,NA
"07070","sin_agua_entubada",79.24,NA
"21106","sin_agua_entubada",80.27,NA
"20169","sin_agua_entubada",80.52,NA
"20498","sin_agua_entubada",81.28,NA
"20388","sin_agua_entubada",81.29,NA
"21034","sin_agua_entubada",81.74,NA
"20127","sin_agua_entubada",82.34,NA
"20171","sin_agua_entubada",82.6,NA
"21090","sin_agua_entubada",82.98,NA
"12069","sin_agua_entubada",83.15,NA
"20061","sin_agua_entubada",83.76,NA
"12019","sin_agua_entubada",84.16,NA
"20312","sin_agua_entubada",86.02,NA
"08008","sin_agua_entubada",86.25,NA
"20029","sin_agua_entubada",86.83,NA
"08042","sin_agua_entubada",89.01,NA
"20103","sin_agua_entubada",90.42,NA
"20406","sin_agua_entubada",92.35,NA
"20315","sin_agua_entubada",97.89,NA
"20203","sin_agua_entubada",99.51,NA
"20301","sin_agua_entubada",99.74,NA
"20062","sin_drenaje",0,NA
"20074","sin_drenaje",0,NA
"20196","sin_drenaje",0,NA
"20223","sin_drenaje",0,NA
"20228","sin_drenaje",0,NA
"20292","sin_drenaje",0,NA
"20313","sin_drenaje",0,NA
"20322","sin_drenaje",0,NA
"20419","sin_drenaje",0,NA
"20432","sin_drenaje",0,NA
"20442","sin_drenaje",0,NA
"20443","sin_drenaje",0,NA
"20444","sin_drenaje",0,NA
"20503","sin_drenaje",0,NA
"20524","sin_drenaje",0,NA
"19006","sin_drenaje",0.01,NA
"19019","sin_drenaje",0.01,NA
"19046","sin_drenaje",0.01,NA
"09014","sin_drenaje",0.02,NA
"09016","sin_drenaje",0.02,NA
"14039","sin_drenaje",0.02,NA
"15013","sin_drenaje",0.02,NA
"09002","sin_drenaje",0.03,NA
"09006","sin_drenaje",0.03,NA
"30002","sin_drenaje",0.03,NA
"09010","sin_drenaje",0.04,NA
"09017","sin_drenaje",0.04,NA
"15058","sin_drenaje",0.04,NA
"09015","sin_drenaje",0.05,NA
"15033","sin_drenaje",0.05,NA
"09005","sin_drenaje",0.06,NA
"15020","sin_drenaje",0.06,NA
"15104","sin_drenaje",0.06,NA
"15109","sin_drenaje",0.06,NA
"15122","sin_drenaje",0.06,NA
"19026","sin_drenaje",0.07,NA
"20092","sin_drenaje",0.07,NA
"20350","sin_drenaje",0.07,NA
"06010","sin_drenaje",0.08,NA
"09007","sin_drenaje",0.08,NA
"15024","sin_drenaje",0.08,NA
"15029","sin_drenaje",0.08,NA
"20216","sin_drenaje",0.08,NA
"09003","sin_drenaje",0.09,NA
"20390","sin_drenaje",0.09,NA
"09008","sin_drenaje",0.1,NA
"20262","sin_drenaje",0.1,NA
"20335","sin_drenaje",0.1,NA
"15108","sin_drenaje",0.11,NA
"19039","sin_drenaje",0.11,NA
"15031","sin_drenaje",0.12,NA
"15081","sin_drenaje",0.12,NA
"15121","sin_drenaje",0.12,NA
"19048","sin_drenaje",0.12,NA
"09004","sin_drenaje",0.13,NA
"09011","sin_drenaje",0.13,NA
"09012","sin_drenaje",0.13,NA
"14120","sin_drenaje",0.13,NA
"15044","sin_drenaje",0.13,NA
"30028","sin_drenaje",0.13,NA
"15057","sin_drenaje",0.14,NA
"19012","sin_drenaje",0.14,NA
"20174","sin_drenaje",0.14,NA
"20347","sin_drenaje",0.14,NA
"15072","sin_drenaje",0.15,NA
"19025","sin_drenaje",0.15,NA
"20344","sin_drenaje",0.15,NA
"28038","sin_drenaje",0.15,NA
"14023","sin_drenaje",0.17,NA
"20409","sin_drenaje",0.17,NA
"19031","sin_drenaje",0.18,NA
"20035","sin_drenaje",0.18,NA
"28009","sin_drenaje",0.18,NA
"09013","sin_drenaje",0.19,NA
"14098","sin_drenaje",0.19,NA
"20157","sin_drenaje",0.19,NA
"26038","sin_drenaje",0.19,NA
"19018","sin_drenaje",0.2,NA
"20354","sin_drenaje",0.2,NA
"28027","sin_drenaje",0.2,NA
"30118","sin_drenaje",0.2,NA
"15070","sin_drenaje",0.21,NA
"19047","sin_drenaje",0.22,NA
"08037","sin_drenaje",0.23,NA
"20019","sin_drenaje",0.23,NA
"20097","sin_drenaje",0.23,NA
"28024","sin_drenaje",0.23,NA
"13069","sin_drenaje",0.24,NA
"20067","sin_drenaje",0.24,NA
"23008","sin_drenaje",0.24,NA
"19021","sin_drenaje",0.25,NA
"29045","sin_drenaje",0.25,NA
"15006","sin_drenaje",0.26,NA
"20142","sin_drenaje",0.26,NA
"20215","sin_drenaje",0.26,NA
"20236","sin_drenaje",0.26,NA
"20338","sin_drenaje",0.26,NA
"20491","sin_drenaje",0.26,NA
"30087","sin_drenaje",0.26,NA
"30131","sin_drenaje",0.26,NA
"30138","sin_drenaje",0.26,NA
"08019","sin_drenaje",0.27,NA
"15039","sin_drenaje",0.27,NA
"20083","sin_drenaje",0.27,NA
"20566","sin_drenaje",0.27,NA
"07101","sin_drenaje",0.28,NA
"20403","sin_drenaje",0.29,NA
"14103","sin_drenaje",0.3,NA
"20363","sin_drenaje",0.3,NA
"14097","sin_drenaje",0.31,NA
"16058","sin_drenaje",0.31,NA
"19010","sin_drenaje",0.31,NA
"20274","sin_drenaje",0.31,NA
"26032","sin_drenaje",0.31,NA
"30193","sin_drenaje",0.31,NA
"17007","sin_drenaje",0.32,NA
"20330","sin_drenaje",0.33,NA
"32023","sin_drenaje",0.33,NA
"14101","sin_drenaje",0.34,NA
"20267","sin_drenaje",0.34,NA
"28032","sin_drenaje",0.34,NA
"20293","sin_drenaje",0.35,NA
"20375","sin_drenaje",0.35,NA
"02002","sin_drenaje",0.36,NA
"02004","sin_drenaje",0.36,NA
"05018","sin_drenaje",0.36,NA
"14002","sin_drenaje",0.36,NA
"15035","sin_drenaje",0.36,NA
"15125","sin_drenaje",0.36,NA
"20158","sin_drenaje",0.36,NA
"20385","sin_drenaje",0.36,NA
"20450","sin_drenaje",0.36,NA
"21117","sin_drenaje",0.36,NA
"26002","sin_drenaje",0.36,NA
"06002","sin_drenaje",0.37,NA
"13048","sin_drenaje",0.37,NA
"20091","sin_drenaje",0.37,NA
"06005","sin_drenaje",0.38,NA
"15002","sin_drenaje",0.38,NA
"19004","sin_drenaje",0.38,NA
"20329","sin_drenaje",0.38,NA
"30206","sin_drenaje",0.38,NA
"14067","sin_drenaje",0.39,NA
"15053","sin_drenaje",0.39,NA
"15083","sin_drenaje",0.39,NA
"17011","sin_drenaje",0.39,NA
"20096","sin_drenaje",0.39,NA
"24035","sin_drenaje",0.39,NA
"07036","sin_drenaje",0.4,NA
"16102","sin_drenaje",0.41,NA
"28022","sin_drenaje",0.41,NA
"05030","sin_drenaje",0.42,NA
"15054","sin_drenaje",0.42,NA
"20136","sin_drenaje",0.42,NA
"20192","sin_drenaje",0.42,NA
"23001","sin_drenaje",0.42,NA
"30030","sin_drenaje",0.42,NA
"13051","sin_drenaje",0.43,NA
"14009","sin_drenaje",0.43,NA
"20341","sin_drenaje",0.43,NA
"30040","sin_drenaje",0.43,NA
"20138","sin_drenaje",0.44,NA
"20145","sin_drenaje",0.44,NA
"20311","sin_drenaje",0.44,NA
"20370","sin_drenaje",0.44,NA
"30026","sin_drenaje",0.44,NA
"30039","sin_drenaje",0.44,NA
"16043","sin_drenaje",0.45,NA
"20458","sin_drenaje",0.45,NA
"20555","sin_drenaje",0.45,NA
"14047","sin_drenaje",0.46,NA
"20115","sin_drenaje",0.46,NA
"20496","sin_drenaje",0.46,NA
"21173","sin_drenaje",0.46,NA
"26019","sin_drenaje",0.46,NA
"05025","sin_drenaje",0.47,NA
"15073","sin_drenaje",0.47,NA
"05002","sin_drenaje",0.48,NA
"14037","sin_drenaje",0.48,NA
"21028","sin_drenaje",0.48,NA
"26007","sin_drenaje",0.48,NA
"01001","sin_drenaje",0.49,NA
"14082","sin_drenaje",0.49,NA
"16107","sin_drenaje",0.49,NA
"19034","sin_drenaje",0.49,NA
"20362","sin_drenaje",0.49,NA
"20446","sin_drenaje",0.49,NA
"20477","sin_drenaje",0.49,NA
"08021","sin_drenaje",0.5,NA
"15022","sin_drenaje",0.5,NA
"19041","sin_drenaje",0.51,NA
"20148","sin_drenaje",0.51,NA
"20386","sin_drenaje",0.51,NA
"20506","sin_drenaje",0.51,NA
"26043","sin_drenaje",0.51,NA
"28025","sin_drenaje",0.51,NA
"14030","sin_drenaje",0.52,NA
"14070","sin_drenaje",0.52,NA
"15103","sin_drenaje",0.52,NA
"20175","sin_drenaje",0.52,NA
"26041","sin_drenaje",0.52,NA
"29016","sin_drenaje",0.52,NA
"30013","sin_drenaje",0.52,NA
"14044","sin_drenaje",0.53,NA
"20045","sin_drenaje",0.53,NA
"20146","sin_drenaje",0.53,NA
"23005","sin_drenaje",0.53,NA
"19009","sin_drenaje",0.54,NA
"20425","sin_drenaje",0.54,NA
"26014","sin_drenaje",0.54,NA
"28041","sin_drenaje",0.54,NA
"05035","sin_drenaje",0.55,NA
"14018","sin_drenaje",0.55,NA
"15011","sin_drenaje",0.55,NA
"15100","sin_drenaje",0.55,NA
"20206","sin_drenaje",0.55,NA
"20247","sin_drenaje",0.55,NA
"28033","sin_drenaje",0.55,NA
"29033","sin_drenaje",0.55,NA
"30044","sin_drenaje",0.55,NA
"03003","sin_drenaje",0.56,NA
"05001","sin_drenaje",0.56,NA
"14079","sin_drenaje",0.56,NA
"15059","sin_drenaje",0.56,NA
"30058","sin_drenaje",0.56,NA
"21156","sin_drenaje",0.57,NA
"26039","sin_drenaje",0.57,NA
"29005","sin_drenaje",0.57,NA
"14083","sin_drenaje",0.58,NA
"15091","sin_drenaje",0.58,NA
"20287","sin_drenaje",0.58,NA
"20416","sin_drenaje",0.58,NA
"20478","sin_drenaje",0.58,NA
"02005","sin_drenaje",0.59,NA
"20494","sin_drenaje",0.59,NA
"27007","sin_drenaje",0.59,NA
"13021","sin_drenaje",0.6,NA
"20565","sin_drenaje",0.6,NA
"28030","sin_drenaje",0.6,NA
"30038","sin_drenaje",0.6,NA
"05010","sin_drenaje",0.61,NA
"16036","sin_drenaje",0.61,NA
"20169","sin_drenaje",0.61,NA
"21211","sin_drenaje",0.61,NA
"26028","sin_drenaje",0.61,NA
"21174","sin_drenaje",0.62,NA
"29036","sin_drenaje",0.62,NA
"07063","sin_drenaje",0.63,NA
"14015","sin_drenaje",0.63,NA
"28003","sin_drenaje",0.63,NA
"08050","sin_drenaje",0.64,NA
"15025","sin_drenaje",0.64,NA
"20189","sin_drenaje",0.64,NA
"20550","sin_drenaje",0.65,NA
"20557","sin_drenaje",0.65,NA
"05027","sin_drenaje",0.66,NA
"15009","sin_drenaje",0.66,NA
"03008","sin_drenaje",0.67,NA
"07076","sin_drenaje",0.67,NA
"14063","sin_drenaje",0.67,NA
"16066","sin_drenaje",0.67,NA
"16108","sin_drenaje",0.67,NA
"20504","sin_drenaje",0.67,NA
"08032","sin_drenaje",0.68,NA
"09009","sin_drenaje",0.68,NA
"14108","sin_drenaje",0.68,NA
"16070","sin_drenaje",0.68,NA
"18008","sin_drenaje",0.68,NA
"20042","sin_drenaje",0.68,NA
"28021","sin_drenaje",0.68,NA
"14121","sin_drenaje",0.69,NA
"20454","sin_drenaje",0.69,NA
"26048","sin_drenaje",0.69,NA
"26067","sin_drenaje",0.69,NA
"29017","sin_drenaje",0.69,NA
"15017","sin_drenaje",0.7,NA
"16076","sin_drenaje",0.7,NA
"19044","sin_drenaje",0.7,NA
"20172","sin_drenaje",0.7,NA
"20323","sin_drenaje",0.7,NA
"20495","sin_drenaje",0.7,NA
"31083","sin_drenaje",0.7,NA
"01011","sin_drenaje",0.71,NA
"06007","sin_drenaje",0.71,NA
"14003","sin_drenaje",0.71,NA
"20481","sin_drenaje",0.71,NA
"02001","sin_drenaje",0.72,NA
"15012","sin_drenaje",0.72,NA
"15037","sin_drenaje",0.72,NA
"06004","sin_drenaje",0.73,NA
"14004","sin_drenaje",0.73,NA
"16079","sin_drenaje",0.73,NA
"21050","sin_drenaje",0.73,NA
"21136","sin_drenaje",0.73,NA
"14055","sin_drenaje",0.74,NA
"20194","sin_drenaje",0.74,NA
"20212","sin_drenaje",0.75,NA
"26055","sin_drenaje",0.75,NA
"30189","sin_drenaje",0.75,NA
"15089","sin_drenaje",0.76,NA
"15120","sin_drenaje",0.76,NA
"16090","sin_drenaje",0.76,NA
"20077","sin_drenaje",0.76,NA
"30068","sin_drenaje",0.76,NA
"17006","sin_drenaje",0.77,NA
"20167","sin_drenaje",0.77,NA
"20512","sin_drenaje",0.77,NA
"21132","sin_drenaje",0.77,NA
"05029","sin_drenaje",0.78,NA
"20214","sin_drenaje",0.78,NA
"20488","sin_drenaje",0.78,NA
"26034","sin_drenaje",0.78,NA
"32056","sin_drenaje",0.78,NA
"01003","sin_drenaje",0.79,NA
"08004","sin_drenaje",0.79,NA
"14114","sin_drenaje",0.79,NA
"15092","sin_drenaje",0.79,NA
"20473","sin_drenaje",0.79,NA
"26018","sin_drenaje",0.79,NA
"05031","sin_drenaje",0.8,NA
"08002","sin_drenaje",0.8,NA
"21012","sin_drenaje",0.8,NA
"02003","sin_drenaje",0.81,NA
"15069","sin_drenaje",0.81,NA
"20468","sin_drenaje",0.81,NA
"20527","sin_drenaje",0.81,NA
"29021","sin_drenaje",0.81,NA
"05028","sin_drenaje",0.82,NA
"15019","sin_drenaje",0.82,NA
"15027","sin_drenaje",0.82,NA
"20098","sin_drenaje",0.82,NA
"20305","sin_drenaje",0.82,NA
"29054","sin_drenaje",0.82,NA
"14036","sin_drenaje",0.83,NA
"19008","sin_drenaje",0.83,NA
"26030","sin_drenaje",0.83,NA
"26059","sin_drenaje",0.83,NA
"27004","sin_drenaje",0.83,NA
"28007","sin_drenaje",0.83,NA
"16068","sin_drenaje",0.84,NA
"21068","sin_drenaje",0.84,NA
"21114","sin_drenaje",0.84,NA
"29042","sin_drenaje",0.84,NA
"30191","sin_drenaje",0.84,NA
"20113","sin_drenaje",0.85,NA
"20178","sin_drenaje",0.85,NA
"20399","sin_drenaje",0.85,NA
"21130","sin_drenaje",0.85,NA
"07041","sin_drenaje",0.86,NA
"15023","sin_drenaje",0.86,NA
"16091","sin_drenaje",0.86,NA
"20013","sin_drenaje",0.86,NA
"24008","sin_drenaje",0.86,NA
"18017","sin_drenaje",0.87,NA
"16053","sin_drenaje",0.88,NA
"20268","sin_drenaje",0.88,NA
"20559","sin_drenaje",0.89,NA
"21215","sin_drenaje",0.89,NA
"20346","sin_drenaje",0.9,NA
"20364","sin_drenaje",0.9,NA
"20466","sin_drenaje",0.9,NA
"20493","sin_drenaje",0.9,NA
"06009","sin_drenaje",0.91,NA
"30034","sin_drenaje",0.91,NA
"07010","sin_drenaje",0.92,NA
"07118","sin_drenaje",0.92,NA
"08052","sin_drenaje",0.92,NA
"20241","sin_drenaje",0.92,NA
"20301","sin_drenaje",0.92,NA
"20404","sin_drenaje",0.92,NA
"30080","sin_drenaje",0.92,NA
"20460","sin_drenaje",0.93,NA
"01006","sin_drenaje",0.94,NA
"18020","sin_drenaje",0.94,NA
"20048","sin_drenaje",0.94,NA
"28014","sin_drenaje",0.95,NA
"30183","sin_drenaje",0.95,NA
"14051","sin_drenaje",0.96,NA
"15030","sin_drenaje",0.96,NA
"30048","sin_drenaje",0.96,NA
"19040","sin_drenaje",0.97,NA
"20296","sin_drenaje",0.97,NA
"21041","sin_drenaje",0.97,NA
"08017","sin_drenaje",0.98,NA
"20211","sin_drenaje",0.98,NA
"14050","sin_drenaje",0.99,NA
"14057","sin_drenaje",0.99,NA
"20332","sin_drenaje",0.99,NA
"20383","sin_drenaje",0.99,NA
"05005","sin_drenaje",1,NA
"29019","sin_drenaje",1,NA
"15055","sin_drenaje",1.01,NA
"17031","sin_drenaje",1.01,NA
"20490","sin_drenaje",1.01,NA
"21142","sin_drenaje",1.01,NA
"29006","sin_drenaje",1.01,NA
"30112","sin_drenaje",1.01,NA
"15098","sin_drenaje",1.02,NA
"20343","sin_drenaje",1.02,NA
"21064","sin_drenaje",1.02,NA
"07091","sin_drenaje",1.03,NA
"20353","sin_drenaje",1.03,NA
"21116","sin_drenaje",1.03,NA
"26015","sin_drenaje",1.03,NA
"30060","sin_drenaje",1.03,NA
"05003","sin_drenaje",1.04,NA
"05016","sin_drenaje",1.04,NA
"05026","sin_drenaje",1.04,NA
"20040","sin_drenaje",1.04,NA
"20253","sin_drenaje",1.04,NA
"30184","sin_drenaje",1.04,NA
"11020","sin_drenaje",1.05,NA
"15062","sin_drenaje",1.05,NA
"20173","sin_drenaje",1.05,NA
"17008","sin_drenaje",1.06,NA
"20342","sin_drenaje",1.06,NA
"22014","sin_drenaje",1.06,NA
"07070","sin_drenaje",1.07,NA
"20365","sin_drenaje",1.07,NA
"21067","sin_drenaje",1.07,NA
"16111","sin_drenaje",1.08,NA
"24053","sin_drenaje",1.08,NA
"29022","sin_drenaje",1.08,NA
"30093","sin_drenaje",1.08,NA
"20553","sin_drenaje",1.09,NA
"28012","sin_drenaje",1.09,NA
"30069","sin_drenaje",1.09,NA
"31065","sin_drenaje",1.09,NA
"15076","sin_drenaje",1.1,NA
"18006","sin_drenaje",1.1,NA
"20306","sin_drenaje",1.1,NA
"21093","sin_drenaje",1.1,NA
"24028","sin_drenaje",1.1,NA
"15050","sin_drenaje",1.11,NA
"20361","sin_drenaje",1.11,NA
"24005","sin_drenaje",1.11,NA
"30123","sin_drenaje",1.11,NA
"19033","sin_drenaje",1.12,NA
"20229","sin_drenaje",1.12,NA
"20380","sin_drenaje",1.12,NA
"21122","sin_drenaje",1.12,NA
"30019","sin_drenaje",1.12,NA
"13075","sin_drenaje",1.13,NA
"16024","sin_drenaje",1.13,NA
"20532","sin_drenaje",1.13,NA
"30115","sin_drenaje",1.13,NA
"26036","sin_drenaje",1.14,NA
"30136","sin_drenaje",1.14,NA
"30175","sin_drenaje",1.14,NA
"20010","sin_drenaje",1.15,NA
"20384","sin_drenaje",1.15,NA
"24011","sin_drenaje",1.15,NA
"30157","sin_drenaje",1.15,NA
"20374","sin_drenaje",1.16,NA
"20413","sin_drenaje",1.16,NA
"30160","sin_drenaje",1.16,NA
"13025","sin_drenaje",1.17,NA
"14054","sin_drenaje",1.17,NA
"19035","sin_drenaje",1.17,NA
"20294","sin_drenaje",1.17,NA
"30133","sin_drenaje",1.17,NA
"20105","sin_drenaje",1.18,NA
"25012","sin_drenaje",1.18,NA
"28035","sin_drenaje",1.18,NA
"28040","sin_drenaje",1.18,NA
"08001","sin_drenaje",1.19,NA
"19029","sin_drenaje",1.19,NA
"20006","sin_drenaje",1.19,NA
"20107","sin_drenaje",1.19,NA
"20448","sin_drenaje",1.19,NA
"30128","sin_drenaje",1.19,NA
"11007","sin_drenaje",1.2,NA
"19002","sin_drenaje",1.2,NA
"20033","sin_drenaje",1.2,NA
"20303","sin_drenaje",1.2,NA
"21058","sin_drenaje",1.2,NA
"21091","sin_drenaje",1.2,NA
"24020","sin_drenaje",1.2,NA
